seconds,frequency,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,temperature,humidity,sensor_module_id,timestamp_ms,tvoc,dataset,device_id,run_name,trial_id,session_id,label
39.0,0.3333333333333333,454913,1000000,25569,148555,905882,288287,122475,39702,43314,859124,608325,1000000,119141,19224,144193,137653,173941,579983,11978,26831,93328,21106,39103,322359,19661,23656,60577,336927,22227,1000000,490699,1000000,25.38537981113581,43.19,100099_3781_0700407,2021-07-08 22:16:28.921,70.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
42.0,0.3333333333333333,455247,1000000,25590,148777,905449,288463,122536,39706,43319,858381,608437,1000000,119144,19221,143975,137647,174035,579832,11972,26830,93324,21108,39098,322356,19662,23657,60584,336974,22225,1000000,490411,1000000,25.406604939482897,43.17330246974145,100099_3781_0700407,2021-07-08 22:16:31.921,70.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
45.0,0.3333333333333333,454338,1000000,25569,148337,906222,288471,122578,39708,43341,857740,608493,1000000,119129,19226,144022,137627,173929,579597,11966,26833,93318,21111,39103,322383,19665,23660,60578,336810,22230,1000000,490504,1000000,25.405701030484394,43.185701030484395,100099_3781_0700407,2021-07-08 22:16:34.921,71.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
48.0,0.3333333333333333,455615,1000000,25584,148447,905344,288493,122541,39708,43292,858701,608501,1000000,119134,19226,143945,137583,173972,579410,11969,26835,93317,21106,39094,322485,19663,23663,60586,337235,22222,1000000,490238,1000000,25.4,43.19,100099_3781_0700407,2021-07-08 22:16:37.921,71.76004120147225,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
51.0,0.3333333333333333,455966,1000000,25591,146529,905756,288297,122414,39703,43242,859738,607967,1000000,119155,19228,144034,137684,173957,578193,11963,26831,93319,21108,39097,322390,19660,23676,60587,336726,22220,1000000,490055,1000000,25.39,43.19,100099_3781_0700407,2021-07-08 22:16:40.921,72.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
54.0,0.3333333333333333,455044,1000000,25578,148146,905392,288350,122510,39704,43308,858301,607932,1000000,119136,19222,143909,137662,174001,577851,11953,26833,93323,21108,39094,322363,19657,23656,60572,336683,22231,1000000,489453,1000000,25.397324379994814,43.19732437999482,100099_3781_0700407,2021-07-08 22:16:43.921,72.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
57.0,0.3333333333333333,455205,1000000,25609,148129,905860,288745,122574,39708,43275,858850,608345,1000000,119132,19225,144078,137611,174006,578896,11959,26835,93338,21105,39099,322366,19664,23665,60572,336477,22230,1000000,489721,1000000,25.39653526851398,43.19,100099_3781_0700407,2021-07-08 22:16:46.921,72.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
60.0,0.3333333333333333,454436,1000000,25604,148560,905340,288463,122226,39709,43280,858825,608134,1000000,119146,19225,144103,137596,173922,578040,11956,26830,93328,21108,39096,322392,19668,23678,60571,336874,22237,1000000,489363,1000000,25.409166665849046,43.18833333169809,100099_3781_0700407,2021-07-08 22:16:49.921,72.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
63.0,0.3333333333333333,454699,1000000,25598,148590,905738,288458,122467,39702,43289,859040,608127,1000000,119136,19228,144095,137664,173996,578230,11965,26838,93338,21110,39101,322403,19671,23667,60585,336369,22233,1000000,490131,1000000,25.40944387329292,43.18972193664646,100099_3781_0700407,2021-07-08 22:16:52.921,73.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
66.0,0.3333333333333333,454595,1000000,25568,148571,906610,288706,122497,39711,43341,858906,608061,1000000,119126,19227,143895,137584,173935,579595,11968,26833,93343,21113,39096,322440,19669,23668,60571,337552,22242,1000000,490296,1000000,25.39,43.19763374495691,100099_3781_0700407,2021-07-08 22:16:55.921,73.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
69.0,0.3333333333333333,455120,1000000,25590,148557,906792,288637,122501,39707,43286,859360,607879,1000000,119144,19230,144092,137629,174020,578187,11961,26836,93333,21117,39098,322553,19663,23675,60598,337111,22217,1000000,489250,1000000,25.395859938531707,43.19207003073414,100099_3781_0700407,2021-07-08 22:16:58.921,73.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
72.0,0.3333333333333333,455669,1000000,25581,148607,906029,288843,122453,39705,43305,859491,607980,1000000,119157,19230,143815,137647,173983,578204,11957,26831,93324,21113,39094,322470,19661,23669,60579,336977,22219,1000000,489576,1000000,25.4,43.19313402027394,100099_3781_0700407,2021-07-08 22:17:01.921,73.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
75.0,0.3333333333333333,455400,1000000,25574,148510,905853,288592,122453,39705,43326,858588,608220,1000000,119125,19226,143917,137583,174026,577869,11950,26830,93342,21110,39098,322545,19656,23670,60554,337069,22236,1000000,489760,1000000,25.411925850099774,43.19596292504989,100099_3781_0700407,2021-07-08 22:17:04.921,73.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
78.0,0.3333333333333333,454725,1000000,25580,148664,906397,288448,122364,39704,43315,859148,608299,1000000,119124,19227,143986,137583,174106,578138,11953,26831,93333,21106,39099,322455,19659,23653,60579,337138,22232,1000000,489633,1000000,25.4,43.179587626813486,100099_3781_0700407,2021-07-08 22:17:07.921,73.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,3094e983-6e7c-45d9-8638-6c5f2e79c76c,baseline
