seconds,frequency,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,temperature,humidity,sensor_module_id,timestamp_ms,tvoc,dataset,device_id,run_name,trial_id,session_id,label
141.0,0.3333333333333333,140418,1000000,24473,92250,273002,599205,73485,57064,28052,1000000,1000000,1000000,410256,34069,51467,107565,65237,694739,8761,20338,71536,38778,86559,385259,36880,25809,70475,241693,27639,48866,327290,477277,25.466666667484287,42.61,100098_3746_0700406,2021-07-08 22:18:13.487,75.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
144.0,0.3333333333333333,140347,1000000,24473,92325,272534,598400,73450,57072,28059,1000000,1000000,1000000,410420,34072,51589,107537,65278,695556,8758,20333,71533,38776,86567,385194,36878,25813,70420,241717,27639,48864,327433,476631,25.447411642012323,42.62482328402464,100098_3746_0700406,2021-07-08 22:18:16.487,75.62941789938391,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
147.0,0.3333333333333333,140194,1000000,24464,92253,272858,599060,73498,57065,28064,1000000,1000000,1000000,410304,34068,51517,107541,65265,695962,8761,20334,71535,38769,86619,385084,36876,25830,70399,241772,27621,48837,327561,477226,25.44,42.607043119983786,100098_3746_0700406,2021-07-08 22:18:19.487,74.82392200040536,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
150.0,0.3333333333333333,140287,1000000,24464,92309,272767,598240,73507,57069,28059,1000000,1000000,1000000,410484,34073,51512,107526,65286,695607,8759,20337,71523,38780,86557,385147,36889,25839,70411,241800,27614,48845,326967,478337,25.42893004034474,42.59446502017237,100098_3746_0700406,2021-07-08 22:18:22.487,74.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
153.0,0.3333333333333333,140412,1000000,24454,92278,272751,599830,73487,57066,28062,1000000,1000000,1000000,410453,34071,51561,107630,65268,695329,8762,20336,71535,38775,86548,385078,36890,25835,70449,241614,27621,48842,327414,477066,25.46404517762919,42.605318274123604,100098_3746_0700406,2021-07-08 22:18:25.487,74.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
156.0,0.3333333333333333,140341,1000000,24465,92321,272908,601289,73471,57076,28058,1000000,1000000,1000000,410421,34070,51513,107523,65279,695434,8763,20338,71529,38771,86563,385023,36880,25821,70438,241437,27619,48853,327137,477716,25.45235354655582,42.6,100098_3746_0700406,2021-07-08 22:18:28.487,74.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
159.0,0.3333333333333333,140395,1000000,24462,92250,272963,598603,73468,57071,28053,1000000,1000000,1000000,410418,34075,51538,107472,65266,695031,8762,20337,71542,38772,86566,385079,36883,25814,70443,241794,27611,48833,327389,476562,25.45701646094068,42.61,100098_3746_0700406,2021-07-08 22:18:31.487,74.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
162.0,0.3333333333333333,140394,1000000,24457,91684,272848,597460,73501,57070,28064,1000000,1000000,1000000,410311,34070,51546,107464,65299,694954,8761,20336,71519,38774,86583,384958,36880,25833,70419,241814,27624,48866,327671,477329,25.46233644498857,42.61205607416476,100098_3746_0700406,2021-07-08 22:18:34.487,74.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
165.0,0.3333333333333333,140506,1000000,24456,92309,273140,599027,73493,57060,28052,1000000,1000000,1000000,410275,34066,51504,107528,65282,695415,8764,20336,71517,38767,86572,385089,36903,25846,70407,241823,27622,48851,327460,476671,25.424696193086156,42.60117404827154,100098_3746_0700406,2021-07-08 22:18:37.487,73.55870241357694,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
168.0,0.3333333333333333,140701,1000000,24465,92373,272980,597834,73508,57059,28066,1000000,1000000,1000000,410449,34065,51516,107448,65266,695071,8758,20334,71517,38774,86575,384994,36880,25842,70415,241640,27620,48837,327552,477563,25.469542618058693,42.61,100098_3746_0700406,2021-07-08 22:18:40.487,73.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
171.0,0.3333333333333333,140448,1000000,24455,92291,273064,598495,73456,57069,28040,1000000,1000000,1000000,410436,34068,51495,107592,65283,694744,8764,20331,71543,38768,86577,385070,36892,25816,70429,241946,27621,48847,326792,476462,25.44125385163697,42.60125385163697,100098_3746_0700406,2021-07-08 22:18:43.487,72.03134629092413,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
174.0,0.3333333333333333,140366,1000000,24452,92286,273046,598261,73475,57066,28049,1000000,1000000,1000000,410004,34070,51505,107627,65260,695366,8765,20332,71530,38771,86594,385028,36901,25821,70435,241936,27623,48841,326952,477529,25.443811010580287,42.6,100098_3746_0700406,2021-07-08 22:18:46.487,73.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,1d5786e9-7c74-4ce2-99ee-c5abf8fabc91,baseline
