seconds,frequency,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,temperature,humidity,sensor_module_id,timestamp_ms,tvoc,dataset,device_id,run_name,trial_id,session_id,label,filename
6438.0,0.3333333333333333,620187,1000000,232867,229822,245394,18232,339780,4328,67220,1000000,119961,1000000,579400,13691,75961,246780,75236,42974,757080,35627,199748,27826,111651,18625,25045,133665,54300,18344,59799,167062,525691,1000000,25.596020513287005,36.12204102657401,100091_3806_0700309,2021-07-09 00:03:03.200,198.30102566435025,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6441.0,0.3333333333333333,621305,1000000,233252,230269,245130,18237,339697,4334,67213,1000000,119898,1000000,579607,13691,75904,246653,75223,42974,757178,35623,199777,27823,111652,18627,25030,133615,54374,18340,59757,166910,525675,1000000,25.59,36.11041237318651,100091_3806_0700309,2021-07-09 00:03:06.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6444.0,0.3333333333333333,620919,1000000,233189,230452,245050,18233,339553,4328,67164,1000000,119925,1000000,579597,13688,75852,246706,75228,42964,757194,35608,199738,27821,111642,18624,25032,133718,54308,18344,59756,167048,525312,1000000,25.589672132949616,36.11,100091_3806_0700309,2021-07-09 00:03:09.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6447.0,0.3333333333333333,619903,1000000,233354,230377,245138,18232,339571,4328,67184,1000000,119894,1000000,579400,13683,75838,246669,75291,42966,756142,35620,199665,27822,111642,18628,25034,133623,54304,18341,59692,166962,525541,1000000,25.59,36.11,100091_3806_0700309,2021-07-09 00:03:12.200,198.91692309911903,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6450.0,0.3333333333333333,619613,1000000,233150,230494,245216,18231,339690,4328,67118,1000000,119922,1000000,579236,13689,75849,246687,75323,42969,756448,35610,199718,27815,111664,18627,25038,133698,54336,18340,59680,167122,525562,1000000,25.61,36.11,100091_3806_0700309,2021-07-09 00:03:15.200,198.04610651007255,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6453.0,0.3333333333333333,620542,1000000,233343,230608,245568,18233,339304,4325,67155,1000000,119918,1000000,579715,13686,75868,246720,75280,42929,757298,35609,199751,27825,111676,18623,25037,133665,54420,18341,59714,166890,525630,1000000,25.60005186593456,36.11,100091_3806_0700309,2021-07-09 00:03:18.200,198.5,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6456.0,0.3333333333333333,620291,1000000,233086,230215,245235,18232,339304,4330,67168,1000000,119904,1000000,579897,13689,75820,246599,75282,42985,758077,35619,199747,27831,111660,18627,25045,133364,54426,18347,59740,166913,525365,1000000,25.603254133040533,36.10216942202703,100091_3806_0700309,2021-07-09 00:03:21.200,197.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6459.0,0.3333333333333333,621069,1000000,233118,230326,245518,18233,339439,4327,67142,1000000,119983,1000000,579713,13694,75867,246575,75305,42964,756139,35630,199696,27825,111684,18631,25044,133531,54375,18344,59733,167118,525433,1000000,25.59,36.11,100091_3806_0700309,2021-07-09 00:03:24.200,198.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6462.0,0.3333333333333333,620811,1000000,232858,230190,245115,18240,339172,4329,67158,1000000,120025,1000000,579585,13693,75872,246714,75271,42976,756603,35623,199709,27825,111669,18622,25046,133431,54373,18344,59724,167220,525208,1000000,25.592683938714806,36.12,100091_3806_0700309,2021-07-09 00:03:27.200,198.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6465.0,0.3333333333333333,620755,1000000,233097,230383,245273,18236,339602,4330,67149,1000000,119928,1000000,579709,13693,75882,246825,75210,43003,757340,35623,199710,27826,111631,18624,25051,133557,54397,18347,59791,166968,525439,1000000,25.60951844091849,36.12349385302717,100091_3806_0700309,2021-07-09 00:03:30.200,198.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6468.0,0.3333333333333333,621171,1000000,233583,230241,245251,18237,339377,4329,67141,1000000,119923,1000000,579504,13692,75843,246866,75250,43011,757288,35622,199702,27817,111654,18630,25041,133621,54376,18348,59791,166935,525474,1000000,25.6013524589363,36.13567622946815,100091_3806_0700309,2021-07-09 00:03:33.200,198.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6471.0,0.3333333333333333,619785,1000000,233256,229749,245280,18236,339531,4329,67149,1000000,119935,1000000,579904,13694,75906,246799,75206,43016,757350,35616,199675,27817,111644,18627,25041,133777,54325,18350,59753,167026,525672,1000000,25.59989754108873,36.13,100091_3806_0700309,2021-07-09 00:03:36.200,198.75256147278185,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6474.0,0.3333333333333333,622175,1000000,233210,230257,245185,18235,339495,4329,67147,1000000,119943,1000000,579473,13691,75851,246797,75266,42977,757258,35626,199665,27819,111669,18625,25051,133706,54342,18348,59743,167081,525556,1000000,25.58684426162431,36.11421106540608,100091_3806_0700309,2021-07-09 00:03:39.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6477.0,0.3333333333333333,620542,1000000,233395,230013,245350,18231,339569,4330,67121,1000000,119959,1000000,579637,13689,75824,246704,75215,42970,756754,35615,199688,27822,111655,18625,25034,133724,54341,18346,59712,167012,525645,1000000,25.59,36.12345005119492,100091_3806_0700309,2021-07-09 00:03:42.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6480.0,0.3333333333333333,619886,1000000,233481,230218,245200,18232,340064,4331,67070,1000000,119916,1000000,580104,13688,75860,246754,75203,42985,756317,35624,199745,27816,111645,18622,25043,133592,54280,18343,59749,166916,525586,1000000,25.5927174465089,36.11,100091_3806_0700309,2021-07-09 00:03:45.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6483.0,0.3333333333333333,620346,1000000,233227,230178,244900,18233,339360,4329,67080,1000000,119961,1000000,579531,13685,75788,246691,75264,42973,757210,35609,199701,27815,111671,18619,25033,133754,54228,18343,59740,166949,525335,1000000,25.60440574051315,36.09372950632457,100091_3806_0700309,2021-07-09 00:03:48.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6486.0,0.3333333333333333,619876,1000000,233167,229623,245082,18226,339585,4327,67055,1000000,119921,1000000,579498,13683,75832,246767,75272,42972,757036,35609,199779,27813,111653,18622,25029,133582,54279,18338,59743,166988,525630,1000000,25.60720573668779,36.09,100091_3806_0700309,2021-07-09 00:03:51.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6489.0,0.3333333333333333,620408,1000000,233412,229828,244963,18228,339321,4326,67097,1000000,119907,1000000,579751,13682,75850,246667,75266,42984,756493,35608,199699,27818,111660,18622,25029,133311,54321,18342,59749,167067,525533,1000000,25.609713116025564,36.09,100091_3806_0700309,2021-07-09 00:03:54.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6492.0,0.3333333333333333,620699,1000000,233102,229840,245190,18230,339694,4328,67101,1000000,119953,1000000,579837,13687,75877,246681,75259,42959,755207,35608,199670,27816,111643,18626,25040,133415,54232,18337,59684,167012,525513,1000000,25.581271795739568,36.06190769360936,100091_3806_0700309,2021-07-09 00:03:57.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6495.0,0.3333333333333333,619908,1000000,233452,230172,245056,18227,339435,4332,67076,1000000,119822,1000000,579367,13684,75963,246781,75270,42970,756008,35614,199591,27816,111666,18620,25044,133649,54410,18339,59734,167250,525584,1000000,25.581371546194514,36.07137154619451,100091_3806_0700309,2021-07-09 00:04:00.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6498.0,0.3333333333333333,621195,1000000,233156,230313,244931,18231,339158,4327,67096,1000000,119922,1000000,579461,13688,75865,246819,75312,43009,756395,35624,199746,27824,111671,18624,25053,133468,54364,18342,59753,167048,525756,1000000,25.594216992631477,36.09789150368427,100091_3806_0700309,2021-07-09 00:04:03.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6501.0,0.3333333333333333,619411,1000000,233324,230367,245234,18234,339753,4332,67125,1000000,119903,1000000,579791,13696,75801,246914,75376,43022,756066,35626,199692,27827,111678,18623,25047,133609,54337,18342,59729,167072,525616,1000000,25.58852729254452,36.11,100091_3806_0700309,2021-07-09 00:04:06.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6504.0,0.3333333333333333,619710,1000000,233107,230218,245171,18235,340040,4332,67029,1000000,119919,1000000,579679,13695,75857,246959,75341,43013,756401,35622,199718,27831,111679,18626,25055,133378,54347,18343,59734,166971,525551,1000000,25.59145491542979,36.12,100091_3806_0700309,2021-07-09 00:04:09.200,199.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6507.0,0.3333333333333333,618718,1000000,233265,230320,245055,18234,339464,4331,67056,1000000,119887,1000000,579779,13693,75833,246905,75374,43007,756625,35620,199709,27830,111665,18625,25053,133493,54396,18347,59769,167023,525695,1000000,25.605394871238094,36.11921025752382,100091_3806_0700309,2021-07-09 00:04:12.200,199.2302564380954,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6510.0,0.3333333333333333,620952,1000000,233042,230275,245439,18234,339721,4331,67122,1000000,119911,1000000,579709,13696,75848,246988,75365,42978,756896,35619,199667,27832,111663,18624,25050,133316,54389,18345,59782,167053,525498,1000000,25.61072016628468,36.12536008314234,100091_3806_0700309,2021-07-09 00:04:15.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6513.0,0.3333333333333333,620531,1000000,233180,230460,245253,18229,339686,4329,67083,1000000,119900,1000000,579937,13695,75916,247050,75378,43000,757451,35620,199671,27827,111659,18627,25047,133673,54410,18341,59763,167112,525612,1000000,25.58617195665516,36.12,100091_3806_0700309,2021-07-09 00:04:18.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6516.0,0.3333333333333333,621229,1000000,233240,230472,245326,18230,339822,4332,67043,1000000,119888,1000000,579448,13691,75897,246732,75317,43000,757561,35616,199736,27821,111645,18624,25045,133476,54312,18337,59719,167230,525710,1000000,25.582091098596194,36.113022774649046,100091_3806_0700309,2021-07-09 00:04:21.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6519.0,0.3333333333333333,618737,1000000,233253,230667,245375,18228,339598,4329,67097,1000000,119864,1000000,579627,13688,75884,246791,75320,43003,756992,35613,199727,27821,111650,18618,25042,133615,54383,18339,59686,167087,525652,1000000,25.612210847923357,36.11221084792335,100091_3806_0700309,2021-07-09 00:04:24.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6522.0,0.3333333333333333,620785,1000000,233329,230171,245288,18228,339523,4329,67082,1000000,119916,1000000,579439,13688,75881,247022,75293,43007,757987,35619,199655,27818,111668,18620,25046,133437,54338,18340,59701,167302,525297,1000000,25.60705219951511,36.08294780048489,100091_3806_0700309,2021-07-09 00:04:27.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6525.0,0.3333333333333333,620151,1000000,233411,230100,245174,18229,339720,4327,67076,1000000,119875,1000000,579275,13689,75885,246793,75245,42976,757281,35619,199745,27819,111647,18626,25051,133587,54413,18343,59720,167085,525417,1000000,25.59064483074599,36.10871033850802,100091_3806_0700309,2021-07-09 00:04:30.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6528.0,0.3333333333333333,619593,1000000,233130,230061,245399,18231,339773,4330,67113,1000000,119883,1000000,579646,13693,75793,246783,75324,43009,756918,35622,199663,27830,111632,18625,25051,133743,54382,18344,59806,167128,525263,1000000,25.60965092247653,36.109650922476526,100091_3806_0700309,2021-07-09 00:04:33.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6531.0,0.3333333333333333,621052,1000000,233479,230087,245134,18239,339589,4329,67137,1000000,119959,1000000,579579,13696,75816,247015,75346,43002,758122,35628,199718,27827,111640,18626,25056,133581,54370,18347,59767,167133,525256,1000000,25.607826086741905,36.12108695662904,100091_3806_0700309,2021-07-09 00:04:36.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6534.0,0.3333333333333333,621110,1000000,233441,229956,245465,18236,339543,4328,67088,1000000,119974,1000000,579391,13692,75801,246843,75290,42989,757228,35623,199743,27827,111656,18623,25052,133587,54351,18348,59756,167065,525183,1000000,25.6,36.11807377053185,100091_3806_0700309,2021-07-09 00:04:39.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6537.0,0.3333333333333333,619902,1000000,233174,230321,245094,18232,339755,4328,67112,1000000,119928,1000000,579230,13688,75764,247014,75318,43018,757045,35616,199717,27818,111634,18620,25050,133764,54369,18344,59785,167157,525388,1000000,25.61,36.11733264598719,100091_3806_0700309,2021-07-09 00:04:42.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6540.0,0.3333333333333333,621462,1000000,233293,229999,245035,18237,339892,4330,67105,1000000,119914,1000000,579259,13688,75856,246927,75338,43008,757489,35624,199734,27818,111631,18617,25045,133710,54355,18339,59809,167144,525622,1000000,25.60344933605184,36.10310132789632,100091_3806_0700309,2021-07-09 00:04:45.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6543.0,0.3333333333333333,621512,1000000,233186,230438,245158,18231,339474,4332,67137,1000000,119886,1000000,579299,13689,75867,246919,75366,43004,756504,35619,199709,27823,111649,18622,25051,133649,54397,18343,59763,167037,525667,1000000,25.60741538159072,36.0941948728031,100091_3806_0700309,2021-07-09 00:04:48.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6546.0,0.3333333333333333,621005,1000000,233301,230270,245159,18236,339413,4331,67095,1000000,119925,1000000,579533,13691,75811,246913,75319,43012,757929,35626,199689,27828,111637,18622,25054,133746,54410,18342,59747,167126,525795,1000000,25.62507172101113,36.11507172101113,100091_3806_0700309,2021-07-09 00:04:51.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6549.0,0.3333333333333333,619450,1000000,233427,230781,244971,18236,339593,4330,67123,1000000,119956,1000000,579538,13691,75919,246973,75269,43007,756921,35630,199641,27821,111657,18623,25048,133739,54407,18346,59732,167091,525602,1000000,25.59,36.11566598430736,100091_3806_0700309,2021-07-09 00:04:54.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6552.0,0.3333333333333333,619879,1000000,233299,230552,245246,18236,339186,4332,67065,1000000,119957,1000000,579505,13694,75863,246868,75303,42975,756770,35631,199648,27817,111666,18627,25054,133704,54342,18347,59800,167061,525683,1000000,25.61357363439061,36.10285273121877,100091_3806_0700309,2021-07-09 00:04:57.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6555.0,0.3333333333333333,619137,1000000,233329,230705,245106,18237,339982,4332,67080,1000000,119908,1000000,579733,13693,75893,247123,75318,42992,756553,35626,199635,27818,111659,18624,25049,133721,54392,18351,59785,167188,525689,1000000,25.61,36.11,100091_3806_0700309,2021-07-09 00:05:00.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6558.0,0.3333333333333333,620728,1000000,233693,230248,245100,18236,339589,4333,67133,1000000,119919,1000000,579799,13691,75869,247170,75279,42990,757471,35631,199667,27821,111695,18632,25048,133782,54384,18343,59769,166929,525700,1000000,25.605844420285344,36.11584442028534,100091_3806_0700309,2021-07-09 00:05:03.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6561.0,0.3333333333333333,620610,1000000,233165,230251,245169,18238,339929,4333,67129,1000000,119870,1000000,579752,13697,75817,247130,75214,42982,756309,35620,199677,27820,111654,18626,25050,133738,54358,18343,59815,167121,525660,1000000,25.61,36.12880123068956,100091_3806_0700309,2021-07-09 00:05:06.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6564.0,0.3333333333333333,622069,1000000,233411,231000,245061,18239,339695,4334,67129,1000000,119835,1000000,579386,13691,75884,246956,75302,42984,757990,35627,199597,27821,111684,18625,25053,133740,54422,18343,59808,167059,525635,1000000,25.599548718824018,36.13909743764803,100091_3806_0700309,2021-07-09 00:05:09.200,200.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6567.0,0.3333333333333333,621699,1000000,233399,230470,245262,18239,339517,4333,67141,1000000,119978,1000000,579771,13695,75883,247218,75210,43009,756794,35624,199689,27822,111683,18629,25051,133893,54383,18353,59767,167180,525398,1000000,25.61972222269917,36.12027777730083,100091_3806_0700309,2021-07-09 00:05:12.200,200.5138888650416,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6570.0,0.3333333333333333,619422,1000000,233432,230308,245294,18238,339462,4329,67104,1000000,119939,1000000,579593,13696,75837,247125,75286,42988,757979,35626,199647,27820,111692,18624,25055,133724,54328,18345,59792,167167,525229,1000000,25.582112823567588,36.12,100091_3806_0700309,2021-07-09 00:05:15.200,201.05282058918968,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6573.0,0.3333333333333333,621909,1000000,233436,229845,245747,18237,339687,4333,67132,1000000,119915,1000000,579699,13687,75825,247085,75240,42984,757325,35614,199705,27817,111668,18628,25046,133816,54302,18345,59801,167050,525768,1000000,25.61821903761377,36.10178096238624,100091_3806_0700309,2021-07-09 00:05:18.200,202.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6576.0,0.3333333333333333,622002,1000000,233087,230251,245370,18235,339286,4329,67177,1000000,119898,1000000,579622,13688,75856,247042,75244,42999,757058,35620,199692,27822,111648,18629,25052,133970,54386,18345,59778,167191,525643,1000000,25.59737218825123,36.09737218825123,100091_3806_0700309,2021-07-09 00:05:21.200,202.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6579.0,0.3333333333333333,620829,1000000,233320,229885,245447,18240,339352,4329,67156,1000000,119867,1000000,579508,13690,75866,247191,75267,42987,757312,35635,199689,27826,111696,18627,25052,134034,54348,18349,59773,167079,525527,1000000,25.60010235404793,36.09663254865069,100091_3806_0700309,2021-07-09 00:05:24.200,203.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6582.0,0.3333333333333333,620987,1000000,233015,229876,245215,18239,339466,4334,67246,1000000,119921,1000000,579514,13698,75889,247030,75263,42981,757379,35626,199686,27826,111691,18631,25050,133884,54408,18348,59825,167178,525480,1000000,25.614222452156067,36.11422245215606,100091_3806_0700309,2021-07-09 00:05:27.200,203.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6585.0,0.3333333333333333,620227,1000000,233415,230603,245310,18244,339612,4332,67219,1000000,119900,1000000,579620,13697,75909,247126,75209,42988,757281,35628,199697,27826,111690,18631,25045,133837,54349,18347,59787,167156,525539,1000000,25.605015383501826,36.12,100091_3806_0700309,2021-07-09 00:05:30.200,203.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6588.0,0.3333333333333333,620467,1000000,233383,230829,245169,18240,339804,4331,67174,1000000,119926,1000000,579587,13695,75832,246955,75249,42990,758494,35620,199731,27821,111681,18626,25042,133958,54343,18349,59771,167235,525675,1000000,25.604174359027027,36.11417435902703,100091_3806_0700309,2021-07-09 00:05:33.200,203.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6591.0,0.3333333333333333,620477,1000000,233336,230312,245243,18239,339623,4332,67217,1000000,119915,1000000,579224,13695,75844,247020,75233,42976,757471,35632,199715,27819,111700,18629,25042,133949,54386,18347,59743,167194,525481,1000000,25.61321063473451,36.11660531736725,100091_3806_0700309,2021-07-09 00:05:36.200,203.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6594.0,0.3333333333333333,619347,1000000,233441,230204,245088,18234,340152,4331,67219,1000000,119861,1000000,579584,13695,75850,247006,75275,42980,758433,35623,199725,27820,111703,18628,25048,133942,54358,18346,59742,167242,525458,1000000,25.592668711020814,36.11,100091_3806_0700309,2021-07-09 00:05:39.200,203.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6597.0,0.3333333333333333,621330,1000000,233223,230492,245126,18235,339652,4330,67090,1000000,119901,1000000,579338,13691,75973,247106,75199,42956,757801,35624,199782,27819,111660,18632,25043,133855,54283,18350,59738,167179,525588,1000000,25.6,36.11,100091_3806_0700309,2021-07-09 00:05:42.200,203.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6600.0,0.3333333333333333,620741,1000000,233540,230342,245077,18234,339378,4334,67092,1000000,119858,1000000,579645,13693,75901,247184,75327,42984,757905,35623,199740,27817,111684,18630,25044,134005,54299,18348,59776,167115,525864,1000000,25.591198769164023,36.12,100091_3806_0700309,2021-07-09 00:05:45.200,203.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6603.0,0.3333333333333333,619897,1000000,233612,230450,245214,18242,339672,4333,67118,1000000,119861,1000000,579902,13692,75880,247256,75278,42986,758211,35622,199728,27819,111707,18634,25053,133879,54301,18347,59742,167039,525614,1000000,25.590941658217083,36.09094165821708,100091_3806_0700309,2021-07-09 00:05:48.200,203.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
6606.0,0.3333333333333333,620199,1000000,233401,230131,245002,18234,339559,4332,67160,1000000,119880,1000000,579783,13688,75840,247209,75421,42977,757163,35609,199747,27814,111706,18627,25052,133880,54286,18346,59763,167123,525782,1000000,25.60027635568538,36.089723644314624,100091_3806_0700309,2021-07-09 00:05:51.200,203.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,recovery,IAF_2107082215_100091_5d34c4d9
