seconds,frequency,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,temperature,humidity,sensor_module_id,timestamp_ms,tvoc,dataset,device_id,run_name,trial_id,session_id,label,filename
1746.0,0.3333333333333333,643051,1000000,240361,230547,251320,18331,343558,4341,67958,1000000,121419,1000000,577779,14091,76332,257103,74012,42295,788396,35874,201815,28155,112518,18761,24761,141352,54876,18476,60212,167422,535307,1000000,25.334544524120663,36.70545547587934,100091_3806_0700309,2021-07-08 22:44:51.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1749.0,0.3333333333333333,642484,1000000,240532,230825,251249,18334,343478,4338,67927,1000000,121516,1000000,577761,14086,76250,257310,73937,42277,789028,35870,201839,28157,112509,18764,24762,141314,54890,18481,60224,167517,535246,1000000,25.32362318801233,36.7,100091_3806_0700309,2021-07-08 22:44:54.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1752.0,0.3333333333333333,643730,1000000,240591,230486,251305,18333,343729,4340,67983,1000000,121533,1000000,577575,14091,76302,257327,73896,42279,788037,35875,201799,28155,112509,18762,24764,141239,54971,18477,60218,167421,535303,1000000,25.34144615676549,36.70429743784366,100091_3806_0700309,2021-07-08 22:44:57.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1755.0,0.3333333333333333,643248,1000000,240190,230862,251290,18331,343746,4339,67892,1000000,121435,1000000,577510,14091,76258,257263,73930,42246,788007,35872,201801,28154,112502,18758,24763,141316,54849,18483,60186,167254,535233,1000000,25.336178277479632,36.71,100091_3806_0700309,2021-07-08 22:45:00.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1758.0,0.3333333333333333,642333,1000000,240407,230426,251520,18331,343640,4339,67989,1000000,121439,1000000,577775,14090,76226,257441,73995,42262,789353,35877,201834,28158,112514,18758,24766,141129,54902,18483,60193,167446,535171,1000000,25.33603889614882,36.70867963204961,100091_3806_0700309,2021-07-08 22:45:03.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1761.0,0.3333333333333333,642285,1000000,240888,231351,251412,18334,343969,4339,67936,1000000,121396,1000000,577916,14091,76324,257065,73999,42279,789920,35870,201859,28151,112512,18764,24761,141164,54813,18484,60215,167308,535158,1000000,25.302258722350544,36.70090348894022,100091_3806_0700309,2021-07-08 22:45:06.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1764.0,0.3333333333333333,643294,1000000,240540,230678,251491,18330,343645,4333,67921,1000000,121454,1000000,577526,14089,76294,257343,73858,42305,788223,35864,201835,28147,112504,18765,24760,141229,54855,18486,60225,167475,535233,1000000,25.35027950263803,36.71,100091_3806_0700309,2021-07-08 22:45:09.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1767.0,0.3333333333333333,643245,1000000,240560,230332,251199,18331,343370,4337,67908,1000000,121466,1000000,577917,14089,76243,257141,73988,42311,789622,35876,201876,28152,112513,18762,24764,141065,54808,18479,60241,167489,535242,1000000,25.32774589906638,36.7,100091_3806_0700309,2021-07-08 22:45:12.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1770.0,0.3333333333333333,643705,1000000,240258,230721,251495,18330,342985,4340,67916,1000000,121388,1000000,577824,14090,76269,257320,73971,42292,789066,35880,201869,28153,112509,18762,24769,141263,54828,18483,60205,167270,535159,1000000,25.3256192452844,36.703746163522936,100091_3806_0700309,2021-07-08 22:45:15.200,0.5936540880733363,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1773.0,0.3333333333333333,643499,1000000,240200,230881,251217,18333,343334,4339,67944,1000000,121413,1000000,577871,14088,76246,257243,73945,42280,788046,35868,201845,28150,112529,18766,24772,141178,54884,18479,60218,167345,535192,1000000,25.35,36.71,100091_3806_0700309,2021-07-08 22:45:18.200,1.1352458936301189,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1776.0,0.3333333333333333,642328,1000000,240227,231260,251466,18329,343224,4338,67955,1000000,121472,1000000,577736,14092,76239,257222,74015,42294,787652,35869,201815,28150,112524,18765,24774,141144,54809,18481,60233,167304,535181,1000000,25.330389345328523,36.7,100091_3806_0700309,2021-07-08 22:45:21.200,2.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1779.0,0.3333333333333333,642355,1000000,240706,231071,251212,18330,343506,4339,67928,1000000,121466,1000000,577910,14088,76226,257191,73941,42279,788192,35869,201810,28144,112483,18765,24772,141305,54793,18480,60215,167266,535291,1000000,25.35,36.71,100091_3806_0700309,2021-07-08 22:45:24.200,2.210041012389704,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1782.0,0.3333333333333333,642670,1000000,240893,230471,250928,18333,343662,4340,67958,1000000,121457,1000000,577974,14090,76277,257309,74005,42304,789287,35864,201862,28152,112526,18760,24769,141317,54826,18482,60186,167259,535160,1000000,25.334846311633093,36.7,100091_3806_0700309,2021-07-08 22:45:27.200,3.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1785.0,0.3333333333333333,642628,1000000,240658,230756,251104,18333,343597,4341,67984,1000000,121420,1000000,577933,14091,76259,257153,73985,42305,789167,35871,201852,28150,112495,18761,24769,141358,54831,18486,60178,167368,535208,1000000,25.302325819484416,36.69821721298961,100091_3806_0700309,2021-07-08 22:45:30.200,2.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1788.0,0.3333333333333333,643073,1000000,240481,231208,251259,18330,343209,4343,67999,1000000,121520,1000000,577859,14088,76272,257170,74005,42290,788682,35867,201857,28149,112512,18759,24766,141203,54861,18482,60179,167450,535217,1000000,25.343456411099105,36.70672820554955,100091_3806_0700309,2021-07-08 22:45:33.200,2.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1791.0,0.3333333333333333,642181,1000000,240710,230798,251067,18330,343324,4340,67981,1000000,121414,1000000,577877,14092,76281,257307,73962,42263,787310,35874,201838,28152,112525,18762,24766,141130,54849,18483,60189,167402,535128,1000000,25.33,36.706290571693614,100091_3806_0700309,2021-07-08 22:45:36.200,2.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1794.0,0.3333333333333333,641655,1000000,240600,231260,251031,18331,343376,4339,67980,1000000,121393,1000000,577848,14088,76342,257114,74025,42279,788573,35868,201854,28147,112529,18762,24772,141215,54782,18486,60173,167405,535216,1000000,25.35178096238624,36.708219037613766,100091_3806_0700309,2021-07-08 22:45:39.200,2.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1797.0,0.3333333333333333,642631,1000000,240524,231559,251074,18329,343854,4336,67922,1000000,121429,1000000,578198,14089,76305,257302,73990,42257,788412,35867,201889,28147,112509,18759,24764,141421,54873,18479,60202,167171,535126,1000000,25.31823770574899,36.71,100091_3806_0700309,2021-07-08 22:45:42.200,2.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1800.0,0.3333333333333333,641892,1000000,240357,231102,251066,18334,343765,4341,68002,1000000,121463,1000000,577818,14088,76270,257156,73941,42260,787255,35885,201884,28147,112517,18764,24776,141173,54932,18474,60205,167241,535260,1000000,25.34028659035808,36.709856704820965,100091_3806_0700309,2021-07-08 22:45:45.200,1.5071647589519832,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1803.0,0.3333333333333333,642055,1000000,240361,231634,251456,18326,343686,4342,67988,1000000,121414,1000000,578053,14087,76232,257257,73941,42285,788515,35872,201912,28146,112531,18761,24780,141267,54825,18482,60216,167328,535195,1000000,25.328182751027352,36.7187885006849,100091_3806_0700309,2021-07-08 22:45:48.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1806.0,0.3333333333333333,641912,1000000,240354,231410,251200,18339,343845,4339,67949,1000000,121405,1000000,577705,14091,76211,257256,73893,42280,788733,35869,201850,28150,112513,18764,24774,141175,54798,18479,60184,167266,535179,1000000,25.341357513508942,36.72,100091_3806_0700309,2021-07-08 22:45:51.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1809.0,0.3333333333333333,642891,1000000,240333,231658,251286,18336,343710,4341,67932,1000000,121412,1000000,578122,14090,76269,257178,73955,42287,788834,35875,201824,28147,112532,18765,24768,141132,54829,18487,60247,167391,535247,1000000,25.333217221539456,36.72,100091_3806_0700309,2021-07-08 22:45:54.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1812.0,0.3333333333333333,642983,1000000,240268,231395,251179,18335,343324,4338,67924,1000000,121447,1000000,577737,14089,76273,257112,73941,42299,788967,35877,201832,28147,112527,18759,24774,141076,54933,18483,60232,167499,535248,1000000,25.33094637386892,36.72,100091_3806_0700309,2021-07-08 22:45:57.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1815.0,0.3333333333333333,643201,1000000,240569,230874,251285,18337,343430,4339,67994,1000000,121497,1000000,577695,14090,76250,257147,73931,42284,787891,35871,201841,28141,112522,18761,24777,141187,54898,18484,60212,167602,535165,1000000,25.320891751823478,36.70596907194957,100091_3806_0700309,2021-07-08 22:46:00.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1818.0,0.3333333333333333,643353,1000000,240366,230879,251312,18337,343626,4342,67969,1000000,121401,1000000,577856,14091,76228,257099,74076,42322,787857,35878,201826,28143,112511,18757,24778,141080,54929,18483,60216,167521,534996,1000000,25.33956967159553,36.72478483579776,100091_3806_0700309,2021-07-08 22:46:03.200,1.2392417898882682,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1821.0,0.3333333333333333,641442,1000000,240438,230619,251401,18329,343676,4341,67965,1000000,121440,1000000,578130,14088,76250,256998,74088,42317,788886,35878,201847,28153,112491,18757,24776,141218,54960,18484,60215,167474,534814,1000000,25.32558549308055,36.72441450691945,100091_3806_0700309,2021-07-08 22:46:06.200,1.2207253459725662,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1824.0,0.3333333333333333,641793,1000000,240248,230984,251231,18333,343464,4341,67973,1000000,121404,1000000,578234,14087,76242,257148,74027,42322,789688,35867,201815,28148,112522,18760,24776,141134,54917,18483,60198,167537,534962,1000000,25.36,36.72,100091_3806_0700309,2021-07-08 22:46:09.200,1.681352414965654,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1827.0,0.3333333333333333,642534,1000000,240307,230756,251131,18334,343440,4340,67976,1000000,121378,1000000,577914,14087,76239,257216,74005,42309,789309,35874,201857,28149,112515,18759,24782,141310,54906,18482,60195,167512,535067,1000000,25.3612794292596,36.71709314308653,100091_3806_0700309,2021-07-08 22:46:12.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1830.0,0.3333333333333333,641950,1000000,240627,230747,251109,18330,343484,4342,67978,1000000,121429,1000000,577992,14084,76256,257197,74025,42340,788851,35870,201862,28144,112518,18759,24780,141332,54957,18483,60203,167352,535216,1000000,25.324262293640302,36.71,100091_3806_0700309,2021-07-08 22:46:15.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1833.0,0.3333333333333333,642474,1000000,240490,231453,251111,18333,343280,4341,67930,1000000,121414,1000000,577958,14087,76359,257087,74025,42303,789387,35864,201892,28144,112537,18766,24780,141417,54931,18483,60211,167190,535229,1000000,25.328698771753256,36.71869877175325,100091_3806_0700309,2021-07-08 22:46:18.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1836.0,0.3333333333333333,641601,1000000,240200,230846,251182,18330,343261,4341,67924,1000000,121424,1000000,578155,14089,76334,257196,73966,42285,789296,35876,201825,28149,112505,18761,24784,141207,54888,18487,60206,167362,535280,1000000,25.292336062199883,36.71,100091_3806_0700309,2021-07-08 22:46:21.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1839.0,0.3333333333333333,643571,1000000,240304,230550,250991,18329,343697,4340,67928,1000000,121356,1000000,578279,14087,76236,257014,74073,42300,789365,35868,201815,28143,112514,18762,24787,141341,54907,18481,60172,167184,535286,1000000,25.369784947155427,36.71,100091_3806_0700309,2021-07-08 22:46:24.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1842.0,0.3333333333333333,641521,1000000,240291,231120,251129,18332,343785,4339,67935,1000000,121360,1000000,578032,14087,76252,257157,73932,42345,789103,35870,201773,28144,112522,18758,24782,141112,54896,18481,60246,167273,535136,1000000,25.329124613367792,36.7,100091_3806_0700309,2021-07-08 22:46:27.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1845.0,0.3333333333333333,642960,1000000,239990,231028,251167,18335,343528,4341,67915,1000000,121403,1000000,577728,14085,76351,257089,73990,42342,789695,35870,201838,28139,112507,18761,24788,141143,54878,18481,60184,167335,535082,1000000,25.341646217030647,36.70164621703065,100091_3806_0700309,2021-07-08 22:46:30.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1848.0,0.3333333333333333,642672,1000000,240014,230757,251023,18329,343453,4339,67925,1000000,121352,1000000,577546,14086,76290,257056,74047,42306,788902,35868,201789,28147,112508,18760,24784,141155,54929,18479,60176,167219,535085,1000000,25.345266393722948,36.7,100091_3806_0700309,2021-07-08 22:46:33.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1851.0,0.3333333333333333,641963,1000000,240182,230975,251015,18330,343637,4338,67925,1000000,121317,1000000,577972,14084,76261,257169,74055,42339,788528,35866,201777,28145,112466,18757,24786,141151,54894,18483,60173,167127,535045,1000000,25.32309109566393,36.7,100091_3806_0700309,2021-07-08 22:46:36.200,1.1545547831964929,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1854.0,0.3333333333333333,641744,1000000,240496,230562,251136,18330,343266,4341,67924,1000000,121394,1000000,577624,14081,76273,256935,74008,42313,787897,35864,201733,28135,112479,18759,24784,141286,54852,18478,60217,167273,535076,1000000,25.36380757399944,36.68380757399944,100091_3806_0700309,2021-07-08 22:46:39.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1857.0,0.3333333333333333,642695,1000000,240127,231069,250986,18330,343470,4336,67948,1000000,121345,1000000,577798,14082,76269,257131,73999,42289,788665,35858,201794,28136,112499,18755,24783,141138,54889,18480,60248,167099,534829,1000000,25.33,36.68082906949645,100091_3806_0700309,2021-07-08 22:46:42.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1860.0,0.3333333333333333,640807,1000000,240226,231063,250985,18328,343343,4339,67936,1000000,121379,1000000,577556,14082,76275,257002,73924,42308,787736,35869,201787,28144,112517,18759,24782,140972,54788,18481,60249,167235,534961,1000000,25.3246980539724,36.68530194602759,100091_3806_0700309,2021-07-08 22:46:45.200,1.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1863.0,0.3333333333333333,642610,1000000,240252,230750,251025,18328,343537,4337,67969,1000000,121318,1000000,577982,14082,76351,256983,73989,42332,788298,35863,201769,28138,112484,18753,24792,141192,54883,18480,60175,167331,534990,1000000,25.34409836133652,36.68,100091_3806_0700309,2021-07-08 22:46:48.200,3.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1866.0,0.3333333333333333,641841,1000000,240239,231456,250827,18333,343333,4336,67928,1000000,121377,1000000,577954,14078,76293,256795,73986,42318,789227,35867,201768,28139,112479,18760,24789,141159,54839,18476,60154,167180,535030,1000000,25.34372569905816,36.67325486018837,100091_3806_0700309,2021-07-08 22:46:51.200,3.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1869.0,0.3333333333333333,641256,1000000,240396,230945,250958,18329,343709,4337,67902,1000000,121331,1000000,578231,14083,76212,257038,73939,42326,788146,35869,201768,28141,112484,18759,24792,141078,54908,18482,60186,167169,535043,1000000,25.342538381852854,36.69,100091_3806_0700309,2021-07-08 22:46:54.200,3.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1872.0,0.3333333333333333,641212,1000000,240173,230961,250878,18323,343416,4334,67884,1000000,121339,1000000,577954,14083,76247,256925,73960,42316,787778,35878,201796,28138,112465,18760,24802,141033,54826,18476,60202,167175,535060,1000000,25.333627049856105,36.68818647507194,100091_3806_0700309,2021-07-08 22:46:57.200,2.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1875.0,0.3333333333333333,642205,1000000,240186,230838,250946,18331,343262,4340,67928,1000000,121390,1000000,578015,14076,76205,257019,74020,42316,788227,35867,201835,28139,112465,18756,24788,140972,54798,18475,60196,167188,535109,1000000,25.342006202334776,36.671003101167386,100091_3806_0700309,2021-07-08 22:47:00.200,1.0501550583694044,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1878.0,0.3333333333333333,642275,1000000,240554,231170,251167,18326,343168,4336,68004,1000000,121348,1000000,578030,14077,76195,257114,74017,42322,787628,35865,201747,28130,112469,18755,24783,141045,54796,18470,60202,167215,535093,1000000,25.349795082177454,36.66010245891127,100091_3806_0700309,2021-07-08 22:47:03.200,0.5051229455636193,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1881.0,0.3333333333333333,641407,1000000,240419,230362,251042,18327,343674,4342,67934,1000000,121388,1000000,577635,14075,76207,257177,73970,42313,788046,35860,201780,28137,112483,18758,24793,141245,54793,18473,60222,167145,535026,1000000,25.312567289072383,36.65064182226809,100091_3806_0700309,2021-07-08 22:47:06.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1884.0,0.3333333333333333,640808,1000000,240347,230904,250983,18333,343486,4335,67982,1000000,121341,1000000,577844,14078,76241,257127,74009,42283,788161,35869,201778,28137,112488,18757,24782,141003,54833,18478,60193,167241,534794,1000000,25.36409835889371,36.67,100091_3806_0700309,2021-07-08 22:47:09.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1887.0,0.3333333333333333,642022,1000000,240495,230585,251066,18330,343290,4338,68010,1000000,121336,1000000,577986,14083,76240,256873,74073,42310,787762,35864,201813,28138,112486,18757,24790,141246,54879,18474,60224,166989,535162,1000000,25.32778688458514,36.67778688458514,100091_3806_0700309,2021-07-08 22:47:12.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1890.0,0.3333333333333333,642435,1000000,240413,231153,250927,18330,343557,4340,68010,1000000,121361,1000000,578180,14083,76331,256969,74000,42315,788503,35864,201820,28140,112489,18754,24789,141389,54855,18476,60232,167058,535032,1000000,25.34646240997459,36.67646240997459,100091_3806_0700309,2021-07-08 22:47:15.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1893.0,0.3333333333333333,642531,1000000,240363,231000,250962,18326,343275,4344,67950,1000000,121299,1000000,578074,14081,76272,256973,74039,42324,788484,35868,201760,28137,112497,18756,24795,141148,54768,18480,60206,167191,534973,1000000,25.32,36.68,100091_3806_0700309,2021-07-08 22:47:18.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1896.0,0.3333333333333333,642098,1000000,240650,231314,251000,18330,343575,4336,67970,1000000,121351,1000000,578026,14080,76203,257105,73969,42327,788083,35872,201825,28138,112506,18761,24795,141126,54870,18476,60210,167061,534614,1000000,25.364467213905662,36.69553278609433,100091_3806_0700309,2021-07-08 22:47:21.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1899.0,0.3333333333333333,640705,1000000,239878,230832,251033,18329,343240,4341,67971,1000000,121347,1000000,578051,14082,76218,257019,73979,42343,787516,35866,201779,28137,112490,18761,24798,140963,54810,18475,60250,167217,534839,1000000,25.35,36.684743852721816,100091_3806_0700309,2021-07-08 22:47:24.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1902.0,0.3333333333333333,641293,1000000,240330,230971,250754,18329,343220,4337,67954,1000000,121344,1000000,577810,14081,76210,256911,73987,42351,787877,35869,201775,28136,112492,18761,24791,140995,54805,18475,60244,167139,534732,1000000,25.33,36.68,100091_3806_0700309,2021-07-08 22:47:27.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1905.0,0.3333333333333333,641864,1000000,239888,231124,250862,18329,343554,4341,67939,1000000,121398,1000000,578392,14080,76167,257004,74038,42310,787573,35867,201800,28134,112508,18762,24797,141099,54858,18477,60246,167097,535043,1000000,25.34947691936756,36.68,100091_3806_0700309,2021-07-08 22:47:30.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1908.0,0.3333333333333333,641631,1000000,240083,230942,250825,18329,343692,4339,67917,1000000,121387,1000000,577880,14081,76262,256847,74020,42337,786948,35863,201767,28135,112489,18756,24806,140976,54855,18476,60199,167042,535074,1000000,25.33,36.68,100091_3806_0700309,2021-07-08 22:47:33.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1911.0,0.3333333333333333,641238,1000000,240525,230650,250858,18331,343730,4340,67936,1000000,121361,1000000,578163,14080,76265,256970,74047,42327,786668,35869,201783,28135,112497,18754,24800,141060,54849,18475,60213,167096,534976,1000000,25.33,36.68325486018837,100091_3806_0700309,2021-07-08 22:47:36.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
1914.0,0.3333333333333333,640892,1000000,240175,230927,250889,18333,343705,4336,67927,1000000,121397,1000000,578128,14078,76234,257075,74029,42346,786887,35873,201768,28130,112490,18757,24802,140980,54904,18480,60227,167043,534882,1000000,25.360896975676784,36.6754484878384,100091_3806_0700309,2021-07-08 22:47:39.200,0.0,IAF-NOZE-NO,,20210708_1834_no_noze_1_3trials,2,b77b2ee9-04f3-41c8-8413-11555d34c4d9,exposure,IAF_2107082215_100091_5d34c4d9
