device_id,filename,R_squared,RMSE,analyte_GT_max,analyte_pred_max,delta_temp,delta_humid
100090_3713_0700308,IAS_2106091729_100090_32696549,-0.19550043763602432,252.82634677273757,820.5033400039891,0.0,1.2710316075464654,8.220089924343498
100086_3691_0700304,IAS_2106091729_100086_18e78510,-0.1962322861270127,253.32641756171608,822.7490680351176,0.0,1.2344813290406407,8.142315565942987
